"targets","ingest","layer","name","description","fld_value","units","filename","fld_id_num","fld_id_chr","fld_category","fld_year","fld_val_num","fld_val_chr","file_exists","year_min","year_max","val_min","val_max","val_0to1","flds_unused","flds_missing","rows_duplicated","num_ids_unique","data_na"
"MAR",TRUE,"mar_harvest_tonnes","Mariculture harvest","Tonnes of mariculture harvest","tonnes","tonnes","mar_harvest_tonnes.csv","rgn_id",,"taxa_code","year","tonnes",,TRUE,1950,2020,0,10048170,FALSE,"taxa_group,family",,,220,FALSE
"MAR",TRUE,"mar_sustainability_score","Mariculture sustainability score","Mariculture sustainability based on the Monterey Bay Aquarium Seafood Watch Aquaculture Recommendations.","sust_coeff","scaled 0-1","mar_sustainability_score.csv","rgn_id",,"taxa_code","year","sust_coeff",,TRUE,2022,2022,-0.038961038961039,1,FALSE,,,,220,FALSE
,TRUE,"hab_softbottom_extent","Habitat extent of softbottom","Area of softbottom habitat","km2","km2","hab_softbottom_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2012,2012,6.11275570181647,3800720.2534611,FALSE,,,,220,FALSE
,TRUE,"sp_alien_species","Management of nonindigenous species","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: invasive species related questions","resilience score","scaled 0-1","sp_alien_species.csv","rgn_id",,,"year","resilience.score",,TRUE,2005,2005,0,1,TRUE,,,,220,FALSE
"NP",TRUE,"hab_rockyreef_extent","Habitat extent of rocky reef","Area of rocky reef habitat","km2","km2","hab_rockyreef_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2012,2012,0.873251,231848,FALSE,,,,220,FALSE
"NP",TRUE,"np_exposure_orn","Exposure of ornamental fishing to coral and rocky reef habitats","The ln-transformed intensity of harvest calculated as tonnes of harvest per km2?of coral and/or rocky reef for ornamentals, relative to the global maxiumum.","exposure","scaled 0-1","np_exposure_orn.csv","rgn_id",,"product","year","exposure",,TRUE,1976,2019,0,1,TRUE,,,,220,FALSE
"NP",TRUE,"np_fofm_scores","Fish oil and fish meal score","Score based on the amount of sustainably and unsustainably caught forage fish used for fish oil and fish meal. Penalties are assigned for both under harvest and over harvested based on B/Bmsy estimates.","score","scaled 0-1","np_fofm_scores.csv","rgn_id",,,"year","score",,TRUE,2001,2019,0.249951768963958,1,TRUE,,,,220,FALSE
"NP",TRUE,"np_harvest_product_weight","Relative natural product harvest value","Relative importance of three marine commodities (fish oil, seaweeds ornamental fish) within each region determined by finding the relative contribution per a 5 year average of harvest (in USD) divided by the total 5 year average harvest value (in USD) per each commodity within each region.","weight","proportion","np_harvest_product_weight.csv","rgn_id",,"product","year","weight",,TRUE,2022,2022,0,1,TRUE,,,,220,FALSE
"NP",TRUE,"np_orn_tonnes_relative","Relative ornamental natural product harvest tonnes","Tonnes of harvest of ornamentals relative to maximum harvest of the ornamentals within the region observed across years","tonnes_rel","proportion","np_orn_tonnes_relative.csv","rgn_id",,"product","year","tonnes_rel",,TRUE,1976,2019,0,1,TRUE,,,,220,FALSE
"NP",TRUE,"np_risk_orn","Risk of harvest practices for ornamental fish","Based on whether ornamental fishing has unsustainable harvest practices (i.e., the intensity of cyanide fishing for ornamental fish, and any harvest of corals since they are CITES protected species). Risk for ornamental fish was set based on assessments of cyanide or dynamite fishing by Reefs at Risk Revisited (www.wri.org/publication/reefs-at-risk-revisited) under the assumption that most ornamental fishes are harvested from coral reefs.","risk","scaled 0-1","np_risk_orn.csv","rgn_id",,"product","year","risk",,TRUE,1976,2019,0,1,TRUE,,,,220,FALSE
"NP",TRUE,"np_seaweed_sust","Seaweed mariculture sustainability score","Seaweed mariculture sustainability based on the Mariculture Sustainability Index (MSI)","sust_coeff","scaled 0-1","np_seaweed_sust.csv","rgn_id",,"taxa_code","year","sust_coeff",,TRUE,1950,2020,0.67,0.67,TRUE,,,,220,FALSE
"NP",TRUE,"np_seaweed_tonnes","Seaweed natural product harvest","Yield in metric tonnes of seaweed","tonnes","tonnes","np_seaweed_tonnes.csv","rgn_id",,"taxa_code","year","tonnes",,TRUE,1950,2020,0,9172800,FALSE,,,,220,FALSE
"SPP",TRUE,"spp_status","Average species condition","Overall measure of species condition based on IUCN status of species within each region","score","status score","spp_status.csv","rgn_id",,,"year","score",,TRUE,2012,2022,0.567596272643344,0.9446808026931,TRUE,,,,220,FALSE
"SPP",TRUE,"spp_trend","Average species condition trend","Overall measure of species condition trends based on change in IUCN status of species within each region","score","trend score","spp_trend.csv","rgn_id",,,,"score",,TRUE,,,-0.0688835665125705,0.0114706549471902,FALSE,,,,220,FALSE
"TR",TRUE,"tr_jobs_pct_tourism","Percent direct employment in tourism","Percent direct employment in tourism","Ep","proportion","tr_jobs_pct_tourism.csv","rgn_id",,,"year","ep",,TRUE,2008,2021,0.00326539,0.348696,TRUE,,,,220,FALSE
"TR",TRUE,"tr_sustainability","Tourism sustainability index","Tourism Competitiveness Index (TTCI)","S_score","scaled 0-1","tr_sustainability.csv","rgn_id",,,"year","s_score",,TRUE,2019,2021,3.02871571753103,5.30752438950875,FALSE,,,,220,FALSE
