layer,variable,variable_data
le_gdp_pc_ppp,dir_2014a,
le_gdp_pc_ppp,dir_2015a,
le_gdp_pc_ppp,dir_2016a,
le_gdp_pc_ppp,name_data_fld,usd
le_gdp_pc_ppp,fn_2012a,le_cntry_gdp_pc_ppp_2013a.csv
le_gdp_pc_ppp,fn_2013a,le_cntry_gdp_pc_ppp_2013a.csv
le_gdp_pc_ppp,fn_2014a,
le_gdp_pc_ppp,fn_2015a,
le_gdp_pc_ppp,fn_2016a,
le_gdp_pc_ppp,ingest,TRUE
le_jobs_cur_adj_value,dir_2012a,ohiprep:globalprep/le/v2013/data
le_jobs_cur_adj_value,dir_2013a,ohiprep:globalprep/le/v2013/data
le_jobs_cur_adj_value,dir_2014a,
le_jobs_cur_adj_value,dir_2015a,
le_jobs_cur_adj_value,dir_2016a,
le_jobs_cur_adj_value,name_data_fld,value
le_jobs_cur_adj_value,fn_2012a,le_2012_status_model_curref_jobs_cur_adj_value.csv
le_jobs_cur_adj_value,fn_2013a,le_2013_status_model_curref_jobs_cur_adj_value.csv
le_jobs_cur_adj_value,fn_2014a,
le_jobs_cur_adj_value,fn_2015a,
le_jobs_cur_adj_value,fn_2016a,
le_jobs_cur_adj_value,ingest,TRUE
le_jobs_cur_base_value,dir_2012a,ohiprep:globalprep/le/v2013/data
le_jobs_cur_base_value,dir_2013a,ohiprep:globalprep/le/v2013/data
le_jobs_cur_base_value,dir_2014a,
le_jobs_cur_base_value,dir_2015a,
le_jobs_cur_base_value,dir_2016a,
le_jobs_cur_base_value,name_data_fld,value
le_jobs_cur_base_value,fn_2012a,le_2012_status_model_curref_jobs_cur_base_value.csv
le_jobs_cur_base_value,fn_2013a,le_2013_status_model_curref_jobs_cur_base_value.csv
le_jobs_cur_base_value,fn_2014a,
le_jobs_cur_base_value,fn_2015a,
le_jobs_cur_base_value,fn_2016a,
le_jobs_cur_base_value,ingest,TRUE
le_jobs_ref_adj_value,dir_2012a,ohiprep:globalprep/le/v2013/data
le_jobs_ref_adj_value,dir_2013a,ohiprep:globalprep/le/v2013/data
le_jobs_ref_adj_value,dir_2014a,
le_jobs_ref_adj_value,dir_2015a,
le_jobs_ref_adj_value,dir_2016a,
le_jobs_ref_adj_value,name_data_fld,value
le_jobs_ref_adj_value,fn_2012a,le_2012_status_model_curref_jobs_ref_adj_value.csv
le_jobs_ref_adj_value,fn_2013a,le_2013_status_model_curref_jobs_ref_adj_value.csv
le_jobs_ref_adj_value,fn_2014a,
le_jobs_ref_adj_value,fn_2015a,
le_jobs_ref_adj_value,fn_2016a,
le_jobs_ref_adj_value,ingest,TRUE
le_jobs_ref_base_value,dir_2012a,ohiprep:globalprep/le/v2013/data
le_jobs_ref_base_value,dir_2013a,ohiprep:globalprep/le/v2013/data
le_jobs_ref_base_value,dir_2014a,
le_jobs_ref_base_value,dir_2015a,
le_jobs_ref_base_value,dir_2016a,
le_jobs_ref_base_value,name_data_fld,value
le_jobs_ref_base_value,fn_2012a,le_2012_status_model_curref_jobs_ref_base_value.csv
le_jobs_ref_base_value,fn_2013a,le_2013_status_model_curref_jobs_ref_base_value.csv
le_jobs_ref_base_value,fn_2014a,
le_jobs_ref_base_value,fn_2015a,
le_jobs_ref_base_value,fn_2016a,
le_jobs_ref_base_value,ingest,TRUE
le_jobs_sector_year,dir_2012a,ohiprep:globalprep/le/v2013/data
le_jobs_sector_year,dir_2013a,ohiprep:globalprep/le/v2013/data
le_jobs_sector_year,dir_2014a,
le_jobs_sector_year,dir_2015a,
le_jobs_sector_year,dir_2016a,
le_jobs_sector_year,name_data_fld,value
le_jobs_sector_year,fn_2012a,le_eez2012_trend_jobs_sector-year.csv
le_jobs_sector_year,fn_2013a,le_eez2013_trend_jobs_sector-year.csv
le_jobs_sector_year,fn_2014a,
le_jobs_sector_year,fn_2015a,
le_jobs_sector_year,fn_2016a,
le_jobs_sector_year,ingest,TRUE
le_popn,dir_2012a,ohiprep:globalprep/le_world_bank/v2013/data
le_popn,dir_2013a,ohiprep:globalprep/le_world_bank/v2013/data
le_popn,dir_2014a,
le_popn,dir_2015a,
le_popn,dir_2016a,
le_popn,name_data_fld,count
le_popn,fn_2012a,rgn_wb_pop_2013a_updated.csv
le_popn,fn_2013a,rgn_wb_pop_2013a_updated.csv
le_popn,fn_2014a,
le_popn,fn_2015a,
le_popn,fn_2016a,
le_popn,ingest,TRUE
le_rev_cur_adj_value,dir_2012a,ohiprep:globalprep/le/v2013/data
le_rev_cur_adj_value,dir_2013a,ohiprep:globalprep/le/v2013/data
le_rev_cur_adj_value,dir_2014a,
le_rev_cur_adj_value,dir_2015a,
le_rev_cur_adj_value,dir_2016a,
le_rev_cur_adj_value,name_data_fld,value
le_rev_cur_adj_value,fn_2012a,le_2012_status_model_curref_rev_cur_adj_value.csv
le_rev_cur_adj_value,fn_2013a,le_2013_status_model_curref_rev_cur_adj_value.csv
le_rev_cur_adj_value,fn_2014a,
le_rev_cur_adj_value,fn_2015a,
le_rev_cur_adj_value,fn_2016a,
le_rev_cur_adj_value,ingest,TRUE
le_rev_cur_base_value,dir_2012a,ohiprep:globalprep/le/v2013/data
le_rev_cur_base_value,dir_2013a,ohiprep:globalprep/le/v2013/data
le_rev_cur_base_value,dir_2014a,
le_rev_cur_base_value,dir_2015a,
le_rev_cur_base_value,dir_2016a,
le_rev_cur_base_value,name_data_fld,value
le_rev_cur_base_value,fn_2012a,le_2012_status_model_curref_rev_cur_base_value.csv
le_rev_cur_base_value,fn_2013a,le_2013_status_model_curref_rev_cur_base_value.csv
le_rev_cur_base_value,fn_2014a,
le_rev_cur_base_value,fn_2015a,
le_rev_cur_base_value,fn_2016a,
le_rev_cur_base_value,ingest,TRUE
le_rev_ref_adj_value,dir_2012a,ohiprep:globalprep/le/v2013/data
le_rev_ref_adj_value,dir_2013a,ohiprep:globalprep/le/v2013/data
le_rev_ref_adj_value,dir_2014a,
le_rev_ref_adj_value,dir_2015a,
le_rev_ref_adj_value,dir_2016a,
le_rev_ref_adj_value,name_data_fld,value
le_rev_ref_adj_value,fn_2012a,le_2012_status_model_curref_rev_ref_adj_value.csv
le_rev_ref_adj_value,fn_2013a,le_2013_status_model_curref_rev_ref_adj_value.csv
le_rev_ref_adj_value,fn_2014a,
le_rev_ref_adj_value,fn_2015a,
le_rev_ref_adj_value,fn_2016a,
le_rev_ref_adj_value,ingest,TRUE
le_rev_ref_base_value,dir_2012a,ohiprep:globalprep/le/v2013/data
le_rev_ref_base_value,dir_2013a,ohiprep:globalprep/le/v2013/data
le_rev_ref_base_value,dir_2014a,
le_rev_ref_base_value,dir_2015a,
le_rev_ref_base_value,dir_2016a,
le_rev_ref_base_value,name_data_fld,value
le_rev_ref_base_value,fn_2012a,le_2012_status_model_curref_rev_ref_base_value.csv
le_rev_ref_base_value,fn_2013a,le_2013_status_model_curref_rev_ref_base_value.csv
le_rev_ref_base_value,fn_2014a,
le_rev_ref_base_value,fn_2015a,
le_rev_ref_base_value,fn_2016a,
le_rev_ref_base_value,ingest,TRUE
le_rev_sector_year,dir_2012a,ohiprep:globalprep/le/v2013/data
le_rev_sector_year,dir_2013a,ohiprep:globalprep/le/v2013/data
le_rev_sector_year,dir_2014a,
le_rev_sector_year,dir_2015a,
le_rev_sector_year,dir_2016a,
le_rev_sector_year,name_data_fld,value
le_rev_sector_year,fn_2012a,le_eez2012_trend_rev_sector-year.csv
le_rev_sector_year,fn_2013a,le_eez2013_trend_rev_sector-year.csv
le_rev_sector_year,fn_2014a,
le_rev_sector_year,fn_2015a,
le_rev_sector_year,fn_2016a,
le_rev_sector_year,ingest,TRUE
le_revenue_adj,dir_2012a,ohiprep:globalprep/le/v2013/data
le_revenue_adj,dir_2013a,ohiprep:globalprep/le/v2013/data
le_revenue_adj,dir_2014a,
le_revenue_adj,dir_2015a,
le_revenue_adj,dir_2016a,
le_revenue_adj,name_data_fld,usd
le_revenue_adj,fn_2012a,le_revenue_adj.csv
le_revenue_adj,fn_2013a,le_revenue_adj.csv
le_revenue_adj,fn_2014a,
le_revenue_adj,fn_2015a,
le_revenue_adj,fn_2016a,
le_revenue_adj,ingest,TRUE
le_sector_weight,dir_2012a,ohiprep:globalprep/le/v2015/data
le_sector_weight,dir_2013a,ohiprep:globalprep/le/v2015/data
le_sector_weight,dir_2014a,
le_sector_weight,dir_2015a,
le_sector_weight,dir_2016a,
le_sector_weight,name_data_fld,weight
le_sector_weight,fn_2012a,le_sector_weight.csv
le_sector_weight,fn_2013a,le_sector_weight.csv
le_sector_weight,fn_2014a,
le_sector_weight,fn_2015a,
le_sector_weight,fn_2016a,
le_sector_weight,ingest,TRUE
le_unemployment,dir_2012a,ohiprep:globalprep/le/v2013/data
le_unemployment,dir_2013a,ohiprep:globalprep/le/v2013/data
le_unemployment,dir_2014a,
le_unemployment,dir_2015a,
le_unemployment,dir_2016a,
le_unemployment,name_data_fld,percent
le_unemployment,fn_2012a,le_unemployment.csv
le_unemployment,fn_2013a,le_unemployment.csv
le_unemployment,fn_2014a,
le_unemployment,fn_2015a,
le_unemployment,fn_2016a,
le_unemployment,ingest,TRUE
le_wage_cur_adj_value,dir_2012a,ohiprep:globalprep/le/v2013/data
le_wage_cur_adj_value,dir_2013a,ohiprep:globalprep/le/v2013/data
le_wage_cur_adj_value,dir_2014a,
le_wage_cur_adj_value,dir_2015a,
le_wage_cur_adj_value,dir_2016a,
le_wage_cur_adj_value,name_data_fld,value
le_wage_cur_adj_value,fn_2012a,le_2012_status_model_curref_wage_cur_adj_value.csv
le_wage_cur_adj_value,fn_2013a,le_2013_status_model_curref_wage_cur_adj_value.csv
le_wage_cur_adj_value,fn_2014a,
le_wage_cur_adj_value,fn_2015a,
le_wage_cur_adj_value,fn_2016a,
le_wage_cur_adj_value,ingest,TRUE
le_wage_cur_base_value,dir_2012a,ohiprep:globalprep/le/v2013/data
le_wage_cur_base_value,dir_2013a,ohiprep:globalprep/le/v2013/data
le_wage_cur_base_value,dir_2014a,
le_wage_cur_base_value,dir_2015a,
le_wage_cur_base_value,dir_2016a,
le_wage_cur_base_value,name_data_fld,value
le_wage_cur_base_value,fn_2012a,le_2012_status_model_curref_wage_cur_base_value.csv
le_wage_cur_base_value,fn_2013a,le_2013_status_model_curref_wage_cur_base_value.csv
le_wage_cur_base_value,fn_2014a,
le_wage_cur_base_value,fn_2015a,
le_wage_cur_base_value,fn_2016a,
le_wage_cur_base_value,ingest,TRUE
le_wage_ref_adj_value,dir_2012a,ohiprep:globalprep/le/v2013/data
le_wage_ref_adj_value,dir_2013a,ohiprep:globalprep/le/v2013/data
le_wage_ref_adj_value,dir_2014a,
le_wage_ref_adj_value,dir_2015a,
le_wage_ref_adj_value,dir_2016a,
le_wage_ref_adj_value,name_data_fld,value
le_wage_ref_adj_value,fn_2012a,le_2012_status_model_curref_wage_ref_adj_value.csv
le_wage_ref_adj_value,fn_2013a,le_2013_status_model_curref_wage_ref_adj_value.csv
le_wage_ref_adj_value,fn_2014a,
le_wage_ref_adj_value,fn_2015a,
le_wage_ref_adj_value,fn_2016a,
le_wage_ref_adj_value,ingest,TRUE
le_wage_ref_base_value,dir_2012a,ohiprep:globalprep/le/v2013/data
le_wage_ref_base_value,dir_2013a,ohiprep:globalprep/le/v2013/data
le_wage_ref_base_value,dir_2014a,
le_wage_ref_base_value,dir_2015a,
le_wage_ref_base_value,dir_2016a,
le_wage_ref_base_value,name_data_fld,value
le_wage_ref_base_value,fn_2012a,le_2012_status_model_curref_wage_ref_base_value.csv
le_wage_ref_base_value,fn_2013a,le_2013_status_model_curref_wage_ref_base_value.csv
le_wage_ref_base_value,fn_2014a,
le_wage_ref_base_value,fn_2015a,
le_wage_ref_base_value,fn_2016a,
le_wage_ref_base_value,ingest,TRUE
le_wage_sector_year,dir_2012a,ohiprep:globalprep/le/v2013/data
le_wage_sector_year,dir_2013a,ohiprep:globalprep/le/v2013/data
le_wage_sector_year,dir_2014a,
le_wage_sector_year,dir_2015a,
le_wage_sector_year,dir_2016a,
le_wage_sector_year,name_data_fld,value
le_wage_sector_year,fn_2012a,le_eez2012_trend_wage_sector-year.csv
le_wage_sector_year,fn_2013a,le_eez2013_trend_wage_sector-year.csv
le_wage_sector_year,fn_2014a,
le_wage_sector_year,fn_2015a,
le_wage_sector_year,fn_2016a,
le_wage_sector_year,ingest,TRUE
le_workforcesize_adj,dir_2012a,ohiprep:globalprep/le_world_bank/v2014/data
le_workforcesize_adj,dir_2013a,ohiprep:globalprep/le_world_bank/v2014/data
le_workforcesize_adj,dir_2014a,
le_workforcesize_adj,dir_2015a,
le_workforcesize_adj,dir_2016a,
le_workforcesize_adj,name_data_fld,jobs
le_workforcesize_adj,fn_2012a,cntry_wb_tlf_2014a_ratio-gapfilled.csv
le_workforcesize_adj,fn_2013a,cntry_wb_tlf_2014a_ratio-gapfilled.csv
le_workforcesize_adj,fn_2014a,
le_workforcesize_adj,fn_2015a,
le_workforcesize_adj,fn_2016a,
le_workforcesize_adj,ingest,TRUE
li_gci,dir_2012a,ohiprep:globalprep/res_gci/v2015/data
li_gci,dir_2013a,ohiprep:globalprep/res_gci/v2015/data
li_gci,dir_2014a,ohiprep:globalprep/res_gci/v2015/data
li_gci,dir_2015a,ohiprep:globalprep/res_gci/v2015/data
li_gci,dir_2016a,
li_gci,name_data_fld,score
li_gci,fn_2012a,rgn_wef_gci_2012.csv
li_gci,fn_2013a,rgn_wef_gci_2013.csv
li_gci,fn_2014a,rgn_wef_gci_2014.csv
li_gci,fn_2015a,rgn_wef_gci_2015.csv
li_gci,fn_2016a,
li_gci,ingest,TRUE
li_sector_evenness,dir_2012a,ohiprep:globalprep/res_li_sector_evenness/v2013
li_sector_evenness,dir_2013a,ohiprep:globalprep/res_li_sector_evenness/v2013
li_sector_evenness,dir_2014a,
li_sector_evenness,dir_2015a,
li_sector_evenness,dir_2016a,
li_sector_evenness,name_data_fld,resilience score
li_sector_evenness,fn_2012a,r_li_sector_evenness_2013a.csv
li_sector_evenness,fn_2013a,r_li_sector_evenness_2013a.csv
li_sector_evenness,fn_2014a,
li_sector_evenness,fn_2015a,
li_sector_evenness,fn_2016a,
li_sector_evenness,ingest,TRUE
lsp_prot_area_inland1km,dir_2012a,ohiprep:globalprep/lsp/v2016/output
lsp_prot_area_inland1km,dir_2013a,ohiprep:globalprep/lsp/v2016/output
lsp_prot_area_inland1km,dir_2014a,
lsp_prot_area_inland1km,dir_2015a,
lsp_prot_area_inland1km,dir_2016a,
lsp_prot_area_inland1km,name_data_fld,a_prot_1km
lsp_prot_area_inland1km,fn_2012a,lsp_protected_inland1km.csv
lsp_prot_area_inland1km,fn_2013a,lsp_protected_inland1km.csv
lsp_prot_area_inland1km,fn_2014a,
lsp_prot_area_inland1km,fn_2015a,
lsp_prot_area_inland1km,fn_2016a,
lsp_prot_area_inland1km,ingest,TRUE
lsp_prot_area_offshore3nm,dir_2012a,ohiprep:globalprep/lsp/v2016/output
lsp_prot_area_offshore3nm,dir_2013a,ohiprep:globalprep/lsp/v2016/output
lsp_prot_area_offshore3nm,dir_2014a,
lsp_prot_area_offshore3nm,dir_2015a,
lsp_prot_area_offshore3nm,dir_2016a,
lsp_prot_area_offshore3nm,name_data_fld,a_prot_3nm
lsp_prot_area_offshore3nm,fn_2012a,lsp_protected_offshore3nm.csv
lsp_prot_area_offshore3nm,fn_2013a,lsp_protected_offshore3nm.csv
lsp_prot_area_offshore3nm,fn_2014a,
lsp_prot_area_offshore3nm,fn_2015a,
lsp_prot_area_offshore3nm,fn_2016a,
lsp_prot_area_offshore3nm,ingest,TRUE
mar_coastalpopn_inland25mi,dir_2012a,ohiprep:globalprep/mar_prs_population/v2016/output
mar_coastalpopn_inland25mi,dir_2013a,ohiprep:globalprep/mar_prs_population/v2016/output
mar_coastalpopn_inland25mi,dir_2014a,
mar_coastalpopn_inland25mi,dir_2015a,
mar_coastalpopn_inland25mi,dir_2016a,
mar_coastalpopn_inland25mi,name_data_fld,popsum
mar_coastalpopn_inland25mi,fn_2012a,mar_pop_25mi.csv
mar_coastalpopn_inland25mi,fn_2013a,mar_pop_25mi.csv
mar_coastalpopn_inland25mi,fn_2014a,
mar_coastalpopn_inland25mi,fn_2015a,
mar_coastalpopn_inland25mi,fn_2016a,
mar_coastalpopn_inland25mi,ingest,TRUE
mar_harvest_tonnes,dir_2012a,ohiprep:globalprep/mar/v2016/output
mar_harvest_tonnes,dir_2013a,ohiprep:globalprep/mar/v2016/output
mar_harvest_tonnes,dir_2014a,
mar_harvest_tonnes,dir_2015a,
mar_harvest_tonnes,dir_2016a,
mar_harvest_tonnes,name_data_fld,tonnes
mar_harvest_tonnes,fn_2012a,mar_harvest_tonnes.csv
mar_harvest_tonnes,fn_2013a,mar_harvest_tonnes.csv
mar_harvest_tonnes,fn_2014a,
mar_harvest_tonnes,fn_2015a,
mar_harvest_tonnes,fn_2016a,
mar_harvest_tonnes,ingest,TRUE
mar_sustainability_score,dir_2012a,ohiprep:globalprep/mar/v2016/output
mar_sustainability_score,dir_2013a,ohiprep:globalprep/mar/v2016/output
mar_sustainability_score,dir_2014a,
mar_sustainability_score,dir_2015a,
mar_sustainability_score,dir_2016a,
mar_sustainability_score,name_data_fld,sust_coeff
mar_sustainability_score,fn_2012a,mar_sustainability.csv
mar_sustainability_score,fn_2013a,mar_sustainability.csv
mar_sustainability_score,fn_2014a,
mar_sustainability_score,fn_2015a,
mar_sustainability_score,fn_2016a,
mar_sustainability_score,ingest,TRUE
np_blast,dir_2012a,ohiprep:globalprep/np_prs_poison_blast_fishing/v2013/data
np_blast,dir_2013a,ohiprep:globalprep/np_prs_poison_blast_fishing/v2013/data
np_blast,dir_2014a,
np_blast,dir_2015a,
np_blast,dir_2016a,
np_blast,name_data_fld,score
np_blast,fn_2012a,gl_thr_blast_3nm_rgn2013.csv
np_blast,fn_2013a,gl_thr_blast_3nm_rgn2013.csv
np_blast,fn_2014a,
np_blast,fn_2015a,
np_blast,fn_2016a,
np_blast,ingest,TRUE
np_cyanide,dir_2012a,ohiprep:globalprep/np_prs_poison_blast_fishing/v2013/data
np_cyanide,dir_2013a,ohiprep:globalprep/np_prs_poison_blast_fishing/v2013/data
np_cyanide,dir_2014a,
np_cyanide,dir_2015a,
np_cyanide,dir_2016a,
np_cyanide,name_data_fld,score
np_cyanide,fn_2012a,gl_thr_poison_3nm_rgn2013.csv
np_cyanide,fn_2013a,gl_thr_poison_3nm_rgn2013.csv
np_cyanide,fn_2014a,
np_cyanide,fn_2015a,
np_cyanide,fn_2016a,
np_cyanide,ingest,TRUE
np_harvest_product_weight,dir_2012a,ohiprep:globalprep/np/v2016/output
np_harvest_product_weight,dir_2013a,ohiprep:globalprep/np/v2016/output
np_harvest_product_weight,dir_2014a,
np_harvest_product_weight,dir_2015a,
np_harvest_product_weight,dir_2016a,
np_harvest_product_weight,name_data_fld,weight
np_harvest_product_weight,fn_2012a,np_harvest_weights_from_usd.csv
np_harvest_product_weight,fn_2013a,np_harvest_weights_from_usd.csv
np_harvest_product_weight,fn_2014a,
np_harvest_product_weight,fn_2015a,
np_harvest_product_weight,fn_2016a,
np_harvest_product_weight,ingest,TRUE
np_harvest_tonnes,dir_2012a,ohiprep:globalprep/np/v2016/output
np_harvest_tonnes,dir_2013a,ohiprep:globalprep/np/v2016/output
np_harvest_tonnes,dir_2014a,
np_harvest_tonnes,dir_2015a,
np_harvest_tonnes,dir_2016a,
np_harvest_tonnes,name_data_fld,tonnes
np_harvest_tonnes,fn_2012a,np_harvest_tonnes.csv
np_harvest_tonnes,fn_2013a,np_harvest_tonnes.csv
np_harvest_tonnes,fn_2014a,
np_harvest_tonnes,fn_2015a,
np_harvest_tonnes,fn_2016a,
np_harvest_tonnes,ingest,TRUE
np_harvest_tonnes_relative,dir_2012a,ohiprep:globalprep/np/v2016/output
np_harvest_tonnes_relative,dir_2013a,ohiprep:globalprep/np/v2016/output
np_harvest_tonnes_relative,dir_2014a,
np_harvest_tonnes_relative,dir_2015a,
np_harvest_tonnes_relative,dir_2016a,
np_harvest_tonnes_relative,name_data_fld,tonnes_rel
np_harvest_tonnes_relative,fn_2012a,np_harvest_tonnes_rel.csv
np_harvest_tonnes_relative,fn_2013a,np_harvest_tonnes_rel.csv
np_harvest_tonnes_relative,fn_2014a,
np_harvest_tonnes_relative,fn_2015a,
np_harvest_tonnes_relative,fn_2016a,
np_harvest_tonnes_relative,ingest,TRUE
po_chemicals,dir_2012a,ohiprep:globalprep/prs_chem/v2015/output
po_chemicals,dir_2013a,ohiprep:globalprep/prs_chem/v2015/output
po_chemicals,dir_2014a,ohiprep:globalprep/prs_chem/v2015/output
po_chemicals,dir_2015a,ohiprep:globalprep/prs_chem/v2015/output
po_chemicals,dir_2016a,ohiprep:globalprep/prs_chem/v2016/output
po_chemicals,name_data_fld,pressure_score
po_chemicals,fn_2012a,cw_chemical_score_2012.csv
po_chemicals,fn_2013a,cw_chemical_score_2013.csv
po_chemicals,fn_2014a,cw_chemical_score_2014.csv
po_chemicals,fn_2015a,cw_chemical_score_2015.csv
po_chemicals,fn_2016a,cw_chemical_score_2016.csv
po_chemicals,ingest,TRUE
po_chemicals_3nm,dir_2012a,ohiprep:globalprep/prs_chem/v2015/output
po_chemicals_3nm,dir_2013a,ohiprep:globalprep/prs_chem/v2015/output
po_chemicals_3nm,dir_2014a,ohiprep:globalprep/prs_chem/v2015/output
po_chemicals_3nm,dir_2015a,ohiprep:globalprep/prs_chem/v2015/output
po_chemicals_3nm,dir_2016a,ohiprep:globalprep/prs_chem/v2016/output
po_chemicals_3nm,name_data_fld,pressure_score
po_chemicals_3nm,fn_2012a,cw_chemical_score_3nm_2012.csv
po_chemicals_3nm,fn_2013a,cw_chemical_score_3nm_2013.csv
po_chemicals_3nm,fn_2014a,cw_chemical_score_3nm_2014.csv
po_chemicals_3nm,fn_2015a,cw_chemical_score_3nm_2015.csv
po_chemicals_3nm,fn_2016a,cw_chemical_score_3nm_2016.csv
po_chemicals_3nm,ingest,TRUE
po_nutrients,dir_2012a,ohiprep:globalprep/prs_land-based_nutrient/v2015/output
po_nutrients,dir_2013a,ohiprep:globalprep/prs_land-based_nutrient/v2015/output
po_nutrients,dir_2014a,ohiprep:globalprep/prs_land-based_nutrient/v2015/output
po_nutrients,dir_2015a,ohiprep:globalprep/prs_land-based_nutrient/v2015/output
po_nutrients,dir_2016a,ohiprep:globalprep/prs_land-based_nutrient/v2016/output
po_nutrients,name_data_fld,pressure_score
po_nutrients,fn_2012a,cw_fertilizers_score_2012.csv
po_nutrients,fn_2013a,cw_fertilizers_score_2013.csv
po_nutrients,fn_2014a,cw_fertilizers_score_2014.csv
po_nutrients,fn_2015a,cw_fertilizers_score_2015.csv
po_nutrients,fn_2016a,cw_fertilizers_score_2016.csv
po_nutrients,ingest,TRUE
po_nutrients_3nm,dir_2012a,ohiprep:globalprep/prs_land-based_nutrient/v2015/output
po_nutrients_3nm,dir_2013a,ohiprep:globalprep/prs_land-based_nutrient/v2015/output
po_nutrients_3nm,dir_2014a,ohiprep:globalprep/prs_land-based_nutrient/v2015/output
po_nutrients_3nm,dir_2015a,ohiprep:globalprep/prs_land-based_nutrient/v2015/output
po_nutrients_3nm,dir_2016a,ohiprep:globalprep/prs_land-based_nutrient/v2016/output
po_nutrients_3nm,name_data_fld,pressure_score
po_nutrients_3nm,fn_2012a,cw_fertilizers_score_3nm_2012.csv
po_nutrients_3nm,fn_2013a,cw_fertilizers_score_3nm_2013.csv
po_nutrients_3nm,fn_2014a,cw_fertilizers_score_3nm_2014.csv
po_nutrients_3nm,fn_2015a,cw_fertilizers_score_3nm_2015.csv
po_nutrients_3nm,fn_2016a,cw_fertilizers_score_3nm_2016.csv
po_nutrients_3nm,ingest,TRUE
po_pathogens,dir_2012a,ohiprep:globalprep/prs_cw_pathogen/v2015/data
po_pathogens,dir_2013a,ohiprep:globalprep/prs_cw_pathogen/v2015/data
po_pathogens,dir_2014a,ohiprep:globalprep/prs_cw_pathogen/v2015/data
po_pathogens,dir_2015a,ohiprep:globalprep/prs_cw_pathogen/v2015/data
po_pathogens,dir_2016a,
po_pathogens,name_data_fld,pressure_score
po_pathogens,fn_2012a,po_pathogens_popdensity25mi_2012a.csv
po_pathogens,fn_2013a,po_pathogens_popdensity25mi_2013a.csv
po_pathogens,fn_2014a,po_pathogens_popdensity25mi_2014a.csv
po_pathogens,fn_2015a,po_pathogens_popdensity25mi_2015a.csv
po_pathogens,fn_2016a,
po_pathogens,ingest,TRUE
po_trash,dir_2012a,ohiprep:globalprep/cw_pressure_trash/v2015/output
po_trash,dir_2013a,ohiprep:globalprep/cw_pressure_trash/v2015/output
po_trash,dir_2014a,
po_trash,dir_2015a,
po_trash,dir_2016a,
po_trash,name_data_fld,pressure_score
po_trash,fn_2012a,trash_eez_2015.csv
po_trash,fn_2013a,trash_eez_2015.csv
po_trash,fn_2014a,
po_trash,fn_2015a,
po_trash,fn_2016a,
po_trash,ingest,TRUE
po_water,dir_2012a,ohiprep:globalprep/res_cbd_habitat/v2014/data
po_water,dir_2013a,ohiprep:globalprep/res_cbd_habitat/v2014/data
po_water,dir_2014a,
po_water,dir_2015a,
po_water,dir_2016a,
po_water,name_data_fld,resilience score
po_water,fn_2012a,r_water_2013a.csv
po_water,fn_2013a,r_water_2013a.csv
po_water,fn_2014a,
po_water,fn_2015a,
po_water,fn_2016a,
po_water,ingest,TRUE
res_spi,dir_2012a,ohiprep:globalprep/prs_res_spi/v2016/output
res_spi,dir_2013a,ohiprep:globalprep/prs_res_spi/v2016/output
res_spi,dir_2014a,
res_spi,dir_2015a,
res_spi,dir_2016a,
res_spi,name_data_fld,resilience_score
res_spi,fn_2012a,spi_res.csv
res_spi,fn_2013a,spi_res.csv
res_spi,fn_2014a,
res_spi,fn_2015a,
res_spi,fn_2016a,
res_spi,ingest,TRUE
rgn_area,dir_2012a,ohiprep:globalprep/spatial/v2015/data
rgn_area,dir_2013a,ohiprep:globalprep/spatial/v2015/data
rgn_area,dir_2014a,
rgn_area,dir_2015a,
rgn_area,dir_2016a,
rgn_area,name_data_fld,area_km2
rgn_area,fn_2012a,rgn_fao_gcs_area.csv
rgn_area,fn_2013a,rgn_fao_gcs_area.csv
rgn_area,fn_2014a,
rgn_area,fn_2015a,
rgn_area,fn_2016a,
rgn_area,ingest,TRUE
rgn_area_inland1km,dir_2012a,ohiprep:globalprep/lsp/v2016/output
rgn_area_inland1km,dir_2013a,ohiprep:globalprep/lsp/v2016/output
rgn_area_inland1km,dir_2014a,
rgn_area_inland1km,dir_2015a,
rgn_area_inland1km,dir_2016a,
rgn_area_inland1km,name_data_fld,area
rgn_area_inland1km,fn_2012a,rgn_area_inland1km.csv
rgn_area_inland1km,fn_2013a,rgn_area_inland1km.csv
rgn_area_inland1km,fn_2014a,
rgn_area_inland1km,fn_2015a,
rgn_area_inland1km,fn_2016a,
rgn_area_inland1km,ingest,TRUE
rgn_area_offshore3nm,dir_2012a,ohiprep:globalprep/lsp/v2016/output
rgn_area_offshore3nm,dir_2013a,ohiprep:globalprep/lsp/v2016/output
rgn_area_offshore3nm,dir_2014a,
rgn_area_offshore3nm,dir_2015a,
rgn_area_offshore3nm,dir_2016a,
rgn_area_offshore3nm,name_data_fld,area
rgn_area_offshore3nm,fn_2012a,rgn_area_offshore3nm.csv
rgn_area_offshore3nm,fn_2013a,rgn_area_offshore3nm.csv
rgn_area_offshore3nm,fn_2014a,
rgn_area_offshore3nm,fn_2015a,
rgn_area_offshore3nm,fn_2016a,
rgn_area_offshore3nm,ingest,TRUE
rgn_georegions,dir_2012a,ohiprep:globalprep/spatial/v2013
rgn_georegions,dir_2013a,ohiprep:globalprep/spatial/v2013
rgn_georegions,dir_2014a,
rgn_georegions,dir_2015a,
